#Software	Original_ID_Pattern	Target_Class	Target_Superfamily	Notes
# ==============================================================================
# RepLibBuilder TE Mapping Rules
# ==============================================================================
# 1. SOFTWARE-SPECIFIC RULES (Highest Priority)
# ==============================================================================
# EDTA: DT* encoding -> Dfam canonical superfamilies
# P-element
Repbase	(?-i:^P$)	DNA	P	Repbase_P_element_strict
Repbase	(?i)^P-element.*	DNA	P	Repbase_P_element_long
# Ginger - canonical Ginger-1/-2 preserved
Repbase	(?i)^Ginger-?1.*	DNA	Ginger-1	Repbase_Ginger_1
Repbase	(?i)^Ginger-?2.*	DNA	Ginger-2	Repbase_Ginger_2
Repbase	(?i)^Ginger.*	DNA	Ginger	Repbase_Ginger_bare
Repbase	(?i)^TDD.*	DNA	Ginger	Repbase_TDD_to_Ginger
# Zator / Zisupton / Novosib / Chapaev
Repbase	(?i)^Zator.*	DNA	Zator	Repbase_Zator
Repbase	(?i)^Zisupton.*	DNA	Zisupton	Repbase_Zisupton
Repbase	(?i)^Novosib.*	DNA	Novosib	Repbase_Novosib
Repbase	(?i)^Chapaev-3.*	DNA	CMC-Chapaev-3	Repbase_Chapaev_3
Repbase	(?i)^Chapaev.*	DNA	CMC-Chapaev	Repbase_Chapaev
Repbase	(?i)^Mirage.*	DNA	CMC-Mirage	Repbase_Mirage_to_CMC_Mirage
# IS3EU - canonical preserved
Repbase	(?i)^IS3EU.*	DNA	IS3EU	Repbase_IS3EU
# Repbase IS* / ISL2EU - no Dfam canonical subtype, use bare DNA
Repbase	(?i)^IS481EU.*	DNA	Unknown	Repbase_IS481EU_to_bare
